epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,791.177,2.18391,2.63577,2.00356,0.56619,0.26805,0.28301,0.14336,1.9208,2.49856,1.88974,0.00998964,0.00332988,0.00998964,0.00332988,0.00998964,0.00332988,0.00998964,0.00332988
